instance_id,region,av_zone,instance_type,generation,modifiers,size,n_timestep,rmse,mape,smape_std,smape_cv,smape,direction_accuracy
29921,us-east-1,a,c6a.xlarge,6,['a'],xlarge,4,0.010192199499763592,19.817747275317455,3.6746335815759146,0.20468143291911817,17.952940475201682,0.3333333333333333
29921,us-east-1,a,c6a.xlarge,6,['a'],xlarge,8,0.017427529570874088,40.10188565275083,4.808320517797136,0.14461289533282368,33.249597186550226,0.2222222222222222
29921,us-east-1,a,c6a.xlarge,6,['a'],xlarge,12,0.02528264213440181,71.67576810473237,6.052369562865558,0.11530291394061654,52.4910373555924,0.0
29966,us-east-1,d,c6in.32xlarge,6,"['i', 'n']",32xlarge,0,0.02587895714242058,0.273540891791302,0.16248831241118464,0.5926750714601301,0.27416086863730255,0.6666666666666666
29966,us-east-1,d,c6in.32xlarge,6,"['i', 'n']",32xlarge,4,0.05659692643784505,0.7382153436276252,0.16420482324537478,0.22153043200611122,0.7412291925691047,0.5555555555555555
29966,us-east-1,d,c6in.32xlarge,6,"['i', 'n']",32xlarge,8,0.1145892191049744,1.5356156871353974,0.21701797860303182,0.14019941629501143,1.547923553022337,0.3333333333333333
29966,us-east-1,d,c6in.32xlarge,6,"['i', 'n']",32xlarge,12,0.16759183881200723,2.255798329211484,0.24906810456469164,0.10913954023877227,2.2821069615996894,0.1111111111111111
29986,us-east-1,f,c6gd.medium,6,"['g', 'd']",medium,0,0.004666790381974723,71.5752030000076,22.378472396627682,0.45951576913951736,48.70011847152338,0.3333333333333333
29986,us-east-1,f,c6gd.medium,6,"['g', 'd']",medium,4,0.011207648880000283,969.6189775909357,34.032135101722524,0.20484579404897574,166.1353861802304,0.4444444444444444
29986,us-east-1,f,c6gd.medium,6,"['g', 'd']",medium,8,0.0188106087645739,281.58458933112723,0.0,0.0,200.0,0.3333333333333333
29986,us-east-1,f,c6gd.medium,6,"['g', 'd']",medium,12,0.027014526359915365,173.67496848190385,0.0,0.0,200.0,0.3333333333333333
29990,us-east-1,f,c5a.xlarge,5,['a'],xlarge,0,0.0033426804159232266,1.4759218084259838,0.5782774806614807,0.3951839194817355,1.4633122760153385,0.4444444444444444
29990,us-east-1,f,c5a.xlarge,5,['a'],xlarge,4,0.008106360587454588,3.890421275667658,0.6963609980479223,0.18260712157724443,3.8134383370878306,0.6666666666666666
29990,us-east-1,f,c5a.xlarge,5,['a'],xlarge,8,0.013487181156037012,6.739375795082782,0.8036532908159603,0.12335041093157026,6.515205622312796,0.6666666666666666
29990,us-east-1,f,c5a.xlarge,5,['a'],xlarge,12,0.019781322070555395,10.268416385047077,0.9379072296945253,0.09609362770590736,9.760347819992516,0.6666666666666666
30074,us-east-1,d,c6i.32xlarge,6,['i'],32xlarge,0,0.010679184909889526,0.43879764347199773,0.308965676374392,0.7034159421521945,0.4392361017992718,0.3333333333333333
30074,us-east-1,d,c6i.32xlarge,6,['i'],32xlarge,4,0.015330943969492266,0.8148893215055381,0.10390180671960787,0.1274907718647983,0.8149751170209707,0.5555555555555555
30074,us-east-1,d,c6i.32xlarge,6,['i'],32xlarge,8,0.028956269734630793,1.199917713092445,0.4657458162223125,0.3844880119664188,1.2113402803908246,0.2222222222222222
30074,us-east-1,d,c6i.32xlarge,6,['i'],32xlarge,12,0.047429863637897245,1.7809135438895105,0.2661527633942449,0.14683843284048342,1.8125551890313176,0.5555555555555555
30137,us-east-1,f,c7g.2xlarge,7,['g'],2xlarge,0,0.004359956745395937,4.408576909234369,1.5998811210472317,0.37205223349863187,4.3001519060981925,0.2222222222222222
30137,us-east-1,f,c7g.2xlarge,7,['g'],2xlarge,4,0.010490921253866881,11.872354353667589,2.138700190060321,0.19125509385263254,11.18244825263713,0.2222222222222222
30137,us-east-1,f,c7g.2xlarge,7,['g'],2xlarge,8,0.0173574913119769,21.576858419288428,2.4003181768403414,0.12346985521158794,19.4405198963501,0.4444444444444444
30137,us-east-1,f,c7g.2xlarge,7,['g'],2xlarge,12,0.02456692492072627,33.84512530304816,2.997655614484082,0.10376091714763572,28.890026195690638,0.4444444444444444
30167,us-east-1,a,c7i.16xlarge,7,['i'],16xlarge,0,0.020072914436171745,0.4188969421889874,0.20900204266901115,0.4971133322997016,0.4204313766885801,0.2222222222222222
30167,us-east-1,a,c7i.16xlarge,7,['i'],16xlarge,4,0.04819541523151138,1.261418279407349,0.30979741256116705,0.24383601005139116,1.270515427544413,0.0
